x;y
-8.04166666666667;43.7083333333333
-7.95833333333333;43.7083333333333
-7.70833333333333;43.7083333333333
-7.625;43.7083333333333
-7.54166666666667;43.7083333333333
-8.125;43.625
-8.04166666666667;43.625
-7.95833333333333;43.625
-7.70833333333333;43.625
-7.625;43.625
-7.54166666666667;43.625
-8.20833333333333;43.5416666666667
-8.125;43.5416666666667
-8.04166666666667;43.5416666666667
-7.95833333333333;43.5416666666667
-7.79166666666667;43.5416666666667
-7.70833333333333;43.5416666666667
-7.625;43.5416666666667
-7.54166666666667;43.5416666666667
-7.20833333333333;43.5416666666667
-6.70833333333333;43.5416666666667
-6.625;43.5416666666667
-6.54166666666667;43.5416666666667
-6.45833333333333;43.5416666666667
-6.375;43.5416666666667
-6.29166666666667;43.5416666666667
-6.20833333333333;43.5416666666667
-6.125;43.5416666666667
-6.04166666666667;43.5416666666667
-5.95833333333333;43.5416666666667
-5.875;43.5416666666667
-5.79166666666667;43.5416666666667
-8.20833333333333;43.4583333333333
-8.125;43.4583333333333
-8.04166666666667;43.4583333333333
-7.95833333333333;43.4583333333333
-7.875;43.4583333333333
-7.79166666666667;43.4583333333333
-7.70833333333333;43.4583333333333
-7.625;43.4583333333333
-7.54166666666667;43.4583333333333
-7.45833333333333;43.4583333333333
-6.875;43.4583333333333
-6.79166666666667;43.4583333333333
-6.70833333333333;43.4583333333333
-6.625;43.4583333333333
-6.54166666666667;43.4583333333333
-6.375;43.4583333333333
-6.29166666666667;43.4583333333333
-6.20833333333333;43.4583333333333
-5.20833333333333;43.4583333333333
-5.125;43.4583333333333
-5.04166666666667;43.4583333333333
-8.79166666666667;43.375
-8.45833333333333;43.375
-8.375;43.375
-8.20833333333333;43.375
-8.125;43.375
-8.04166666666667;43.375
-7.95833333333333;43.375
-7.875;43.375
-7.79166666666667;43.375
-7.45833333333333;43.375
-6.625;43.375
-6.54166666666667;43.375
-6.45833333333333;43.375
-6.29166666666667;43.375
-6.20833333333333;43.375
-5.95833333333333;43.375
-5.875;43.375
-5.70833333333333;43.375
-5.625;43.375
-5.54166666666667;43.375
-5.45833333333333;43.375
-5.375;43.375
-5.29166666666667;43.375
-5.20833333333333;43.375
-5.125;43.375
-5.04166666666667;43.375
-4.70833333333333;43.375
-4.625;43.375
-4.54166666666667;43.375
-8.95833333333333;43.2916666666667
-8.875;43.2916666666667
-8.79166666666667;43.2916666666667
-8.70833333333333;43.2916666666667
-8.625;43.2916666666667
-8.45833333333333;43.2916666666667
-8.375;43.2916666666667
-8.29166666666667;43.2916666666667
-8.20833333333333;43.2916666666667
-8.125;43.2916666666667
-8.04166666666667;43.2916666666667
-7.95833333333333;43.2916666666667
-7.20833333333333;43.2916666666667
-7.125;43.2916666666667
-7.04166666666667;43.2916666666667
-6.375;43.2916666666667
-6.29166666666667;43.2916666666667
-6.20833333333333;43.2916666666667
-5.95833333333333;43.2916666666667
-5.875;43.2916666666667
-5.04166666666667;43.2916666666667
-4.95833333333333;43.2916666666667
-4.875;43.2916666666667
-4.79166666666667;43.2916666666667
-4.70833333333333;43.2916666666667
-4.625;43.2916666666667
-8.95833333333333;43.2083333333333
-8.875;43.2083333333333
-8.45833333333333;43.2083333333333
-8.375;43.2083333333333
-8.29166666666667;43.2083333333333
-8.20833333333333;43.2083333333333
-8.125;43.2083333333333
-8.04166666666667;43.2083333333333
-7.95833333333333;43.2083333333333
-7.125;43.2083333333333
-7.04166666666667;43.2083333333333
-6.95833333333333;43.2083333333333
-6.875;43.2083333333333
-6.79166666666667;43.2083333333333
-6.625;43.2083333333333
-6.54166666666667;43.2083333333333
-6.375;43.2083333333333
-6.29166666666667;43.2083333333333
-5.875;43.2083333333333
-5.54166666666667;43.2083333333333
-5.45833333333333;43.2083333333333
-5.29166666666667;43.2083333333333
-5.20833333333333;43.2083333333333
-8.875;43.125
-8.79166666666667;43.125
-8.70833333333333;43.125
-8.625;43.125
-8.45833333333333;43.125
-8.375;43.125
-8.29166666666667;43.125
-8.20833333333333;43.125
-8.125;43.125
-8.04166666666667;43.125
-7.125;43.125
-7.04166666666667;43.125
-6.95833333333333;43.125
-6.625;43.125
-6.375;43.125
-5.79166666666667;43.125
-5.70833333333333;43.125
-5.54166666666667;43.125
-5.29166666666667;43.125
-9.29166666666667;43.0416666666667
-9.20833333333333;43.0416666666667
-9.125;43.0416666666667
-9.04166666666667;43.0416666666667
-8.875;43.0416666666667
-8.79166666666667;43.0416666666667
-8.70833333333333;43.0416666666667
-8.625;43.0416666666667
-8.125;43.0416666666667
-8.04166666666667;43.0416666666667
-7.95833333333333;43.0416666666667
-7.125;43.0416666666667
-7.04166666666667;43.0416666666667
-6.875;43.0416666666667
-6.79166666666667;43.0416666666667
-6.70833333333333;43.0416666666667
-6.625;43.0416666666667
-6.54166666666667;43.0416666666667
-5.79166666666667;43.0416666666667
-9.125;42.9583333333333
-9.04166666666667;42.9583333333333
-8.95833333333333;42.9583333333333
-8.875;42.9583333333333
-8.79166666666667;42.9583333333333
-8.70833333333333;42.9583333333333
-8.625;42.9583333333333
-8.54166666666667;42.9583333333333
-8.45833333333333;42.9583333333333
-8.375;42.9583333333333
-8.29166666666667;42.9583333333333
-7.95833333333333;42.9583333333333
-7.125;42.9583333333333
-7.04166666666667;42.9583333333333
-6.875;42.9583333333333
-6.70833333333333;42.9583333333333
-6.625;42.9583333333333
-9.125;42.875
-9.04166666666667;42.875
-8.95833333333333;42.875
-8.875;42.875
-8.79166666666667;42.875
-8.70833333333333;42.875
-8.625;42.875
-8.54166666666667;42.875
-8.45833333333333;42.875
-7.95833333333333;42.875
-7.125;42.875
-7.04166666666667;42.875
-6.95833333333333;42.875
-6.875;42.875
-9.04166666666667;42.7916666666667
-8.95833333333333;42.7916666666667
-8.875;42.7916666666667
-8.79166666666667;42.7916666666667
-8.70833333333333;42.7916666666667
-8.625;42.7916666666667
-8.54166666666667;42.7916666666667
-8.45833333333333;42.7916666666667
-8.375;42.7916666666667
-8.29166666666667;42.7916666666667
-8.20833333333333;42.7916666666667
-8.125;42.7916666666667
-8.04166666666667;42.7916666666667
-7.95833333333333;42.7916666666667
-7.70833333333333;42.7916666666667
-7.125;42.7916666666667
-7.04166666666667;42.7916666666667
-6.95833333333333;42.7916666666667
-6.875;42.7916666666667
-8.95833333333333;42.7083333333333
-8.875;42.7083333333333
-8.70833333333333;42.7083333333333
-8.54166666666667;42.7083333333333
-8.45833333333333;42.7083333333333
-8.375;42.7083333333333
-8.29166666666667;42.7083333333333
-8.20833333333333;42.7083333333333
-8.125;42.7083333333333
-8.04166666666667;42.7083333333333
-7.70833333333333;42.7083333333333
-7.375;42.7083333333333
-7.04166666666667;42.7083333333333
-6.95833333333333;42.7083333333333
-8.95833333333333;42.625
-8.875;42.625
-8.79166666666667;42.625
-8.70833333333333;42.625
-8.625;42.625
-8.54166666666667;42.625
-8.45833333333333;42.625
-8.375;42.625
-8.29166666666667;42.625
-8.20833333333333;42.625
-7.875;42.625
-7.79166666666667;42.625
-7.375;42.625
-7.29166666666667;42.625
-7.125;42.625
-8.95833333333333;42.5416666666667
-8.875;42.5416666666667
-8.79166666666667;42.5416666666667
-8.70833333333333;42.5416666666667
-8.625;42.5416666666667
-8.54166666666667;42.5416666666667
-8.45833333333333;42.5416666666667
-8.375;42.5416666666667
-8.29166666666667;42.5416666666667
-8.20833333333333;42.5416666666667
-8.125;42.5416666666667
-8.04166666666667;42.5416666666667
-7.875;42.5416666666667
-7.79166666666667;42.5416666666667
-7.70833333333333;42.5416666666667
-7.125;42.5416666666667
-8.95833333333333;42.4583333333333
-8.875;42.4583333333333
-8.79166666666667;42.4583333333333
-8.70833333333333;42.4583333333333
-8.625;42.4583333333333
-8.54166666666667;42.4583333333333
-8.45833333333333;42.4583333333333
-8.375;42.4583333333333
-8.29166666666667;42.4583333333333
-8.20833333333333;42.4583333333333
-8.125;42.4583333333333
-8.04166666666667;42.4583333333333
-7.79166666666667;42.4583333333333
-7.70833333333333;42.4583333333333
-6.875;42.4583333333333
-6.79166666666667;42.4583333333333
-6.70833333333333;42.4583333333333
-8.79166666666667;42.375
-8.70833333333333;42.375
-8.625;42.375
-8.54166666666667;42.375
-8.45833333333333;42.375
-8.375;42.375
-8.29166666666667;42.375
-8.20833333333333;42.375
-8.125;42.375
-7.875;42.375
-6.875;42.375
-8.875;42.2916666666667
-8.79166666666667;42.2916666666667
-8.70833333333333;42.2916666666667
-8.625;42.2916666666667
-8.54166666666667;42.2916666666667
-8.45833333333333;42.2916666666667
-8.375;42.2916666666667
-8.29166666666667;42.2916666666667
-8.20833333333333;42.2916666666667
-8.125;42.2916666666667
-8.04166666666667;42.2916666666667
-7.875;42.2916666666667
-7.79166666666667;42.2916666666667
-6.79166666666667;42.2916666666667
-6.70833333333333;42.2916666666667
-8.875;42.2083333333333
-8.79166666666667;42.2083333333333
-8.70833333333333;42.2083333333333
-8.625;42.2083333333333
-8.54166666666667;42.2083333333333
-8.20833333333333;42.2083333333333
-8.125;42.2083333333333
-8.04166666666667;42.2083333333333
-8.875;42.125
-8.79166666666667;42.125
-8.70833333333333;42.125
-8.625;42.125
-8.54166666666667;42.125
-8.20833333333333;42.125
-8.125;42.125
-8.04166666666667;42.125
-7.95833333333333;42.125
-8.875;42.0416666666667
-8.79166666666667;42.0416666666667
-8.70833333333333;42.0416666666667
-8.625;42.0416666666667
-8.54166666666667;42.0416666666667
-8.45833333333333;42.0416666666667
-8.375;42.0416666666667
-8.29166666666667;42.0416666666667
-8.20833333333333;42.0416666666667
-8.125;42.0416666666667
-8.04166666666667;42.0416666666667
-7.95833333333333;42.0416666666667
-7.875;42.0416666666667
-7.79166666666667;42.0416666666667
-8.875;41.9583333333333
-8.79166666666667;41.9583333333333
-8.70833333333333;41.9583333333333
-8.625;41.9583333333333
-8.54166666666667;41.9583333333333
-8.45833333333333;41.9583333333333
-8.375;41.9583333333333
-8.29166666666667;41.9583333333333
-8.20833333333333;41.9583333333333
-8.125;41.9583333333333
-8.04166666666667;41.9583333333333
-7.95833333333333;41.9583333333333
-7.875;41.9583333333333
-7.79166666666667;41.9583333333333
-7.375;41.9583333333333
-8.875;41.875
-8.79166666666667;41.875
-8.70833333333333;41.875
-8.625;41.875
-8.54166666666667;41.875
-8.45833333333333;41.875
-8.375;41.875
-8.29166666666667;41.875
-8.20833333333333;41.875
-8.125;41.875
-8.04166666666667;41.875
-7.95833333333333;41.875
-7.875;41.875
-7.79166666666667;41.875
-7.70833333333333;41.875
-7.54166666666667;41.875
-7.45833333333333;41.875
-7.375;41.875
-8.875;41.7916666666667
-8.79166666666667;41.7916666666667
-8.70833333333333;41.7916666666667
-8.625;41.7916666666667
-8.54166666666667;41.7916666666667
-8.45833333333333;41.7916666666667
-8.375;41.7916666666667
-8.29166666666667;41.7916666666667
-8.20833333333333;41.7916666666667
-8.125;41.7916666666667
-8.04166666666667;41.7916666666667
-7.95833333333333;41.7916666666667
-7.875;41.7916666666667
-7.79166666666667;41.7916666666667
-7.70833333333333;41.7916666666667
-7.625;41.7916666666667
-7.45833333333333;41.7916666666667
-7.375;41.7916666666667
-8.875;41.7083333333333
-8.79166666666667;41.7083333333333
-8.70833333333333;41.7083333333333
-8.625;41.7083333333333
-8.54166666666667;41.7083333333333
-8.45833333333333;41.7083333333333
-8.375;41.7083333333333
-8.29166666666667;41.7083333333333
-8.20833333333333;41.7083333333333
-8.125;41.7083333333333
-8.04166666666667;41.7083333333333
-7.95833333333333;41.7083333333333
-7.875;41.7083333333333
-7.79166666666667;41.7083333333333
-7.70833333333333;41.7083333333333
-7.625;41.7083333333333
-8.79166666666667;41.625
-8.70833333333333;41.625
-8.625;41.625
-8.54166666666667;41.625
-8.45833333333333;41.625
-8.375;41.625
-8.29166666666667;41.625
-8.20833333333333;41.625
-8.125;41.625
-8.04166666666667;41.625
-7.95833333333333;41.625
-7.875;41.625
-7.79166666666667;41.625
-7.70833333333333;41.625
-7.625;41.625
-8.70833333333333;41.5416666666667
-8.625;41.5416666666667
-8.54166666666667;41.5416666666667
-8.45833333333333;41.5416666666667
-8.375;41.5416666666667
-8.29166666666667;41.5416666666667
-8.20833333333333;41.5416666666667
-8.125;41.5416666666667
-8.04166666666667;41.5416666666667
-7.95833333333333;41.5416666666667
-7.875;41.5416666666667
-7.79166666666667;41.5416666666667
-7.70833333333333;41.5416666666667
-7.625;41.5416666666667
-8.625;41.4583333333333
-8.54166666666667;41.4583333333333
-8.45833333333333;41.4583333333333
-8.375;41.4583333333333
-8.29166666666667;41.4583333333333
-8.20833333333333;41.4583333333333
-8.125;41.4583333333333
-8.04166666666667;41.4583333333333
-7.95833333333333;41.4583333333333
-7.875;41.4583333333333
-7.79166666666667;41.4583333333333
-7.70833333333333;41.4583333333333
-7.625;41.4583333333333
-8.625;41.375
-8.54166666666667;41.375
-8.45833333333333;41.375
-8.375;41.375
-8.29166666666667;41.375
-8.20833333333333;41.375
-8.125;41.375
-8.04166666666667;41.375
-7.95833333333333;41.375
-7.875;41.375
-7.79166666666667;41.375
-7.70833333333333;41.375
-7.625;41.375
-8.70833333333333;41.2916666666667
-8.625;41.2916666666667
-8.54166666666667;41.2916666666667
-8.45833333333333;41.2916666666667
-8.375;41.2916666666667
-8.29166666666667;41.2916666666667
-8.20833333333333;41.2916666666667
-8.125;41.2916666666667
-8.04166666666667;41.2916666666667
-7.95833333333333;41.2916666666667
-7.875;41.2916666666667
-7.79166666666667;41.2916666666667
-7.70833333333333;41.2916666666667
-7.625;41.2916666666667
-7.54166666666667;41.2916666666667
-8.70833333333333;41.2083333333333
-8.625;41.2083333333333
-8.54166666666667;41.2083333333333
-8.45833333333333;41.2083333333333
-8.375;41.2083333333333
-8.29166666666667;41.2083333333333
-8.20833333333333;41.2083333333333
-8.125;41.2083333333333
-8.04166666666667;41.2083333333333
-7.95833333333333;41.2083333333333
-7.875;41.2083333333333
-7.79166666666667;41.2083333333333
-7.70833333333333;41.2083333333333
-7.625;41.2083333333333
-7.54166666666667;41.2083333333333
-7.45833333333333;41.2083333333333
-8.625;41.125
-8.54166666666667;41.125
-8.45833333333333;41.125
-8.375;41.125
-8.29166666666667;41.125
-8.20833333333333;41.125
-8.125;41.125
-8.04166666666667;41.125
-7.95833333333333;41.125
-7.875;41.125
-8.45833333333333;41.0416666666667
-8.375;41.0416666666667
-8.29166666666667;41.0416666666667
-8.20833333333333;41.0416666666667
-8.125;41.0416666666667
-8.04166666666667;41.0416666666667
-7.95833333333333;41.0416666666667
-7.875;41.0416666666667
-7.79166666666667;41.0416666666667
-7.70833333333333;41.0416666666667
-8.625;40.9583333333333
-8.54166666666667;40.9583333333333
-8.45833333333333;40.9583333333333
-8.375;40.9583333333333
-8.29166666666667;40.9583333333333
-8.20833333333333;40.9583333333333
-8.125;40.9583333333333
-8.04166666666667;40.9583333333333
-7.95833333333333;40.9583333333333
-7.875;40.9583333333333
-7.79166666666667;40.9583333333333
-7.70833333333333;40.9583333333333
-8.625;40.875
-8.54166666666667;40.875
-8.45833333333333;40.875
-8.375;40.875
-8.29166666666667;40.875
-8.20833333333333;40.875
-8.125;40.875
-8.04166666666667;40.875
-7.95833333333333;40.875
-7.875;40.875
-7.79166666666667;40.875
-7.70833333333333;40.875
-8.54166666666667;40.7916666666667
-8.45833333333333;40.7916666666667
-8.375;40.7916666666667
-8.29166666666667;40.7916666666667
-8.20833333333333;40.7916666666667
-8.125;40.7916666666667
-8.04166666666667;40.7916666666667
-7.95833333333333;40.7916666666667
-7.875;40.7916666666667
-7.79166666666667;40.7916666666667
-7.70833333333333;40.7916666666667
-8.54166666666667;40.7083333333333
-8.45833333333333;40.7083333333333
-8.375;40.7083333333333
-8.29166666666667;40.7083333333333
-8.20833333333333;40.7083333333333
-8.125;40.7083333333333
-8.04166666666667;40.7083333333333
-7.95833333333333;40.7083333333333
-7.875;40.7083333333333
-8.45833333333333;40.625
-8.375;40.625
-8.29166666666667;40.625
-8.20833333333333;40.625
-8.125;40.625
-8.04166666666667;40.625
-7.95833333333333;40.625
-7.875;40.625
-8.45833333333333;40.5416666666667
-8.375;40.5416666666667
-8.29166666666667;40.5416666666667
-8.20833333333333;40.5416666666667
-8.125;40.5416666666667
-8.04166666666667;40.5416666666667
-7.95833333333333;40.5416666666667
-7.875;40.5416666666667
-7.45833333333333;40.5416666666667
-7.375;40.5416666666667
-8.375;40.4583333333333
-8.29166666666667;40.4583333333333
-8.20833333333333;40.4583333333333
-8.125;40.4583333333333
-8.04166666666667;40.4583333333333
-7.95833333333333;40.4583333333333
-7.79166666666667;40.4583333333333
-7.70833333333333;40.4583333333333
-7.625;40.4583333333333
-7.54166666666667;40.4583333333333
-7.45833333333333;40.4583333333333
-7.375;40.4583333333333
-8.45833333333333;40.375
-8.375;40.375
-8.29166666666667;40.375
-8.20833333333333;40.375
-8.125;40.375
-8.04166666666667;40.375
-7.95833333333333;40.375
-7.875;40.375
-7.79166666666667;40.375
-7.70833333333333;40.375
-7.625;40.375
-7.54166666666667;40.375
-7.45833333333333;40.375
-7.375;40.375
-8.45833333333333;40.2916666666667
-8.375;40.2916666666667
-8.29166666666667;40.2916666666667
-8.20833333333333;40.2916666666667
-8.125;40.2916666666667
-8.04166666666667;40.2916666666667
-7.95833333333333;40.2916666666667
-7.875;40.2916666666667
-7.79166666666667;40.2916666666667
-7.70833333333333;40.2916666666667
-7.625;40.2916666666667
-7.54166666666667;40.2916666666667
-7.45833333333333;40.2916666666667
-7.375;40.2916666666667
-8.45833333333333;40.2083333333333
-8.375;40.2083333333333
-8.29166666666667;40.2083333333333
-8.20833333333333;40.2083333333333
-8.125;40.2083333333333
-8.04166666666667;40.2083333333333
-7.95833333333333;40.2083333333333
-7.875;40.2083333333333
-7.79166666666667;40.2083333333333
-7.70833333333333;40.2083333333333
-7.625;40.2083333333333
-7.54166666666667;40.2083333333333
-8.54166666666667;40.125
-8.45833333333333;40.125
-8.375;40.125
-8.29166666666667;40.125
-8.20833333333333;40.125
-8.125;40.125
-8.04166666666667;40.125
-7.95833333333333;40.125
-7.875;40.125
-7.79166666666667;40.125
-7.70833333333333;40.125
-7.625;40.125
-7.54166666666667;40.125
-8.375;40.0416666666667
-8.29166666666667;40.0416666666667
-8.20833333333333;40.0416666666667
-8.125;40.0416666666667
-8.04166666666667;40.0416666666667
-7.95833333333333;40.0416666666667
-7.875;40.0416666666667
-7.79166666666667;40.0416666666667
-7.70833333333333;40.0416666666667
-7.625;40.0416666666667
-7.54166666666667;40.0416666666667
-8.375;39.9583333333333
-8.29166666666667;39.9583333333333
-8.20833333333333;39.9583333333333
-8.125;39.9583333333333
-8.04166666666667;39.9583333333333
-7.95833333333333;39.9583333333333
-7.875;39.9583333333333
-7.79166666666667;39.9583333333333
-7.70833333333333;39.9583333333333
-7.625;39.9583333333333
-8.375;39.875
-8.29166666666667;39.875
-8.20833333333333;39.875
-8.125;39.875
-8.04166666666667;39.875
-7.95833333333333;39.875
-7.875;39.875
-7.79166666666667;39.875
-7.70833333333333;39.875
-8.375;39.7916666666667
-8.29166666666667;39.7916666666667
-8.20833333333333;39.7916666666667
-8.125;39.7916666666667
-8.04166666666667;39.7916666666667
-7.95833333333333;39.7916666666667
-7.875;39.7916666666667
-7.79166666666667;39.7916666666667
-7.70833333333333;39.7916666666667
-8.29166666666667;39.7083333333333
-8.20833333333333;39.7083333333333
-8.125;39.7083333333333
-8.125;39.625
-8.04166666666667;39.625
-7.95833333333333;39.625
-8.125;39.5416666666667
-8.04166666666667;39.5416666666667
-9.45833333333333;38.7916666666667
